iteration,seconds,mse,rmse,mae,wmape,smape
1,8,214.05325966496363,14.630559102951727,13.99695667411691,294.6062244868329,128.89128218910318
2,16,176.5277655947342,13.286375186435697,12.638686231266043,275.9471903328291,126.5282129386791
3,23,176.5277655947342,13.286375186435697,12.638686231266043,275.9471903328291,126.5282129386791
4,31,114.73344327942725,10.71136981340049,9.092304588778793,56.58743860763463,61.08635356685175
5,39,114.73344327942725,10.71136981340049,9.092304588778793,56.58743860763463,61.08635356685175
6,47,114.73344327942725,10.71136981340049,9.092304588778793,56.58743860763463,61.08635356685175
7,55,114.73344327942725,10.71136981340049,9.092304588778793,56.58743860763463,61.08635356685175
8,63,114.73344327942725,10.71136981340049,9.092304588778793,56.58743860763463,61.08635356685175
9,71,114.73344327942725,10.71136981340049,9.092304588778793,56.58743860763463,61.08635356685175
10,78,114.73344327942725,10.71136981340049,9.092304588778793,56.58743860763463,61.08635356685175
11,86,114.73344327942725,10.71136981340049,9.092304588778793,56.58743860763463,61.08635356685175
12,94,114.73344327942725,10.71136981340049,9.092304588778793,56.58743860763463,61.08635356685175
13,102,114.73344327942725,10.71136981340049,9.092304588778793,56.58743860763463,61.08635356685175
14,110,114.73344327942725,10.71136981340049,9.092304588778793,56.58743860763463,61.08635356685175
15,118,114.73344327942725,10.71136981340049,9.092304588778793,56.58743860763463,61.08635356685175
16,125,114.73344327942725,10.71136981340049,9.092304588778793,56.58743860763463,61.08635356685175
17,133,114.73344327942725,10.71136981340049,9.092304588778793,56.58743860763463,61.08635356685175
18,141,114.73344327942725,10.71136981340049,9.092304588778793,56.58743860763463,61.08635356685175
19,149,107.93871335578415,10.389355771932355,8.826888500971586,57.38823002085817,61.64520613073549
20,157,107.93871335578415,10.389355771932355,8.826888500971586,57.38823002085817,61.64520613073549
21,165,107.93871335578415,10.389355771932355,8.826888500971586,57.38823002085817,61.64520613073549
22,173,107.93871335578415,10.389355771932355,8.826888500971586,57.38823002085817,61.64520613073549
23,181,107.93871335578415,10.389355771932355,8.826888500971586,57.38823002085817,61.64520613073549
24,188,107.93871335578415,10.389355771932355,8.826888500971586,57.38823002085817,61.64520613073549
25,196,107.93871335578415,10.389355771932355,8.826888500971586,57.38823002085817,61.64520613073549
26,204,107.93871335578415,10.389355771932355,8.826888500971586,57.38823002085817,61.64520613073549
27,212,85.83111388952463,9.264508291837437,7.514481859426085,61.91957787451816,66.68586156091695
28,220,78.33526319772459,8.85072105524316,7.147146508439237,65.33610153637767,69.48627600439649
29,227,78.33526319772459,8.85072105524316,7.147146508439237,65.33610153637767,69.48627600439649
30,235,78.33526319772459,8.85072105524316,7.147146508439237,65.33610153637767,69.48627600439649
31,243,78.33526319772459,8.85072105524316,7.147146508439237,65.33610153637767,69.48627600439649
